EAN,Referencia,Nombre,Coste,Precio,tipo_IVA,P.V.P.,Beneficio,%MC,%MV,Stock,Dias_ult_venta,Proveedor,Clasificación,Distancia
3600523277575,1071973,CHAM ELVIVE 370ML ACEITE EXT CAB SECOS,2.257,3.26,21 ,3.95,1.0,44.4,30.8,14,4,LOREAL CONSUMO,ASEO PERSONAL,118.66706652299985
3600523214723,1071976,CHAM ELVIVE 370ML ARCILLA EXT REG,2.618,3.26,21 ,3.95,0.64,24.5,19.7,5,4,LOREAL CONSUMO,ASEO PERSONAL,101.71480612878115
3600523277582,1071979,CHAM ELVIVE 370ML FIBRALOGY,2.58,3.26,21 ,3.95,0.68,26.4,20.9,6,119,LOREAL CONSUMO,ASEO PERSONAL,98.43455404993738
3600523923823,1133104,CHAM ELVIVE 370ML FULL RESIST,2.263,3.26,21 ,3.95,1.0,44.1,30.6,39,3,LOREAL CONSUMO,ASEO PERSONAL,102.06980612878115
3600523277537,1071982,CHAM ELVIVE 370ML NUTRIGLOSS,2.204,3.26,21 ,3.95,1.06,47.9,32.4,1,150,LOREAL CONSUMO,ASEO PERSONAL,102.12880612878115
3600523277612,1071982,CHAM ELVIVE 370ML NUTRIGLOSS LUMINIZER,2.173,3.26,21 ,3.95,1.09,50.0,33.3,2,319,LOREAL CONSUMO,ASEO PERSONAL,122.0693186018436
8445098154785,1144556,CHAM ELVIVE 380ML COLOR VIVE DUPLO,3.686,4.95,21 ,5.99,1.26,34.3,25.5,5,1,LOREAL CONSUMO,ASEO PERSONAL,103.54705820762487
3600523586349,1114950,CHAM ELVIVE 380ML DREAM LONG,2.257,3.26,21 ,3.95,1.0,44.4,30.8,8,1,LOREAL CONSUMO,ASEO PERSONAL,95.43930197109364
8445098167044,1152027,CHAM ELVIVE 380ML DREAM LONG  DUPLO,3.686,4.95,21 ,5.99,1.26,34.3,25.5,3,3,LOREAL CONSUMO,ASEO PERSONAL,103.54705820762487
8445098233817,1160477,CHAM ELVIVE 380ML HYALURONICO DUPLO,3.686,4.95,21 ,5.99,1.26,34.3,25.5,3,7,LOREAL CONSUMO,CHAMPU ADULTOS,106.86531028646861
8445098154822,1144555,CHAM ELVIVE 380ML TR5 PACK DUPLO,3.686,4.95,21 ,5.99,1.26,34.3,25.5,2,3,LOREAL CONSUMO,ASEO PERSONAL,100.22880612878114
3600523328932,1100815,CHAM ELVIVE 400ML SIN SULFATOS DOSIF LOW ACEITE,3.59,4.95,21 ,5.99,1.36,37.9,27.5,2,402,LOREAL CONSUMO,ASEO PERSONAL,139.9518310749061
3600523328888,1100814,CHAM ELVIVE 400ML SIN SULFATOS DOSIF LOW COLOR VIVE,3.437,4.95,21 ,5.99,1.51,44.0,30.6,5,64,LOREAL CONSUMO,ASEO PERSONAL,153.07183939028104
3600523540785,1108957,CHAM ELVIVE 400ML SIN SULFATOS DOSIF LOW TR5,2.623,4.95,21 ,5.99,2.33,88.7,47.0,1,237,LOREAL CONSUMO,ASEO PERSONAL,133.20232691721856
3600523970254,1142814,CHAM ELVIVE MAS QUE UN CHAMPU 250ML EXTRA OIL,2.874,3.63,21 ,4.39,0.76,26.3,20.8,3,96,LOREAL CONSUMO,ASEO PERSONAL,127.63482275953109
8445098043249,1139238,CHAM ELVIVE REPARADOR TR5 DUPLO 285ML,3.105,3.3,21 ,3.99,0.2,6.3,5.9,0,966,LOREAL CONSUMO,ASEO PERSONAL,101.18780612878115
8411126064043,1150823,CHAM FLEX 650ML LISO,1.642,2.47,21 ,2.99,0.83,50.4,33.5,0,1,REVLON COLORIDO,CHAMPU ADULTOS,90.20779781340616
8411126040047,1032758,CHAM FLEX 650ML NUTRITIVO,1.63,2.47,21 ,2.99,0.84,51.5,34.0,77,0,BEAUTYGE,ASEO PERSONAL,100.17455404993738
8411126064050,1150824,CHAM FLEX 650ML RIZOS,1.642,2.47,21 ,2.99,0.83,50.4,33.5,0,1,REVLON COLORIDO,CHAMPU ADULTOS,90.20779781340616
8411126025709,1032755,CHAM FLEX ANTICASPA 650ML,1.63,2.47,21 ,2.99,0.84,51.5,34.0,26,11,BEAUTYGE,ASEO PERSONAL,76.94678949803117
8411126025723,1032753,CHAM FLEX FORTIF 650ML,1.63,2.47,21 ,2.99,0.84,51.5,34.0,10,1,BEAUTYGE,ASEO PERSONAL,80.2650415768749
8411126025679,1032752,CHAM FLEX GRASOS 650ML,1.63,2.47,21 ,2.99,0.84,51.5,34.0,16,0,BEAUTYGE,ASEO PERSONAL,76.94678949803117
8411126025655,1032751,CHAM FLEX NORMAL 650ML,1.63,2.47,21 ,2.99,0.84,51.5,34.0,20,1,BEAUTYGE,ASEO PERSONAL,76.94678949803117
8411126025662,1032756,CHAM FLEX SECOS 650,1.63,2.47,21 ,2.99,0.84,51.5,34.0,30,80,BEAUTYGE,ASEO PERSONAL,90.21979781340616
8411126025693,1032757,CHAM FLEX TEÑIDOS 650ML,1.64,2.47,21 ,2.99,0.83,50.6,33.6,3,101,BEAUTYGE,ASEO PERSONAL,83.57329365571866
8411126025686,1032754,CHAM FLEX VOLUMEN 650ML,1.61,2.47,21 ,2.99,0.86,53.4,34.8,19,3,BEAUTYGE,ASEO PERSONAL,80.2850415768749
3600550170559,1009594,CHAM FRANK PROV 750ML COLOR,2.383,3.26,21 ,3.95,0.88,36.8,26.9,33,174,LOREAL CONSUMO,ASEO PERSONAL,88.67679781340615
3600550170405,1009595,CHAM FRANK PROV 750ML DIFICILES ALISAR,2.383,3.26,21 ,3.95,0.88,36.8,26.9,17,155,LOREAL CONSUMO,ASEO PERSONAL,121.8593186018436
3600550170450,1009597,CHAM FRANK PROV 750ML SECOS,2.383,3.26,21 ,3.95,0.88,36.8,26.9,41,241,LOREAL CONSUMO,ASEO PERSONAL,88.67679781340615
8445098045113,1136778,CHAM FRUCTIS 300ML ADIOS DAÑOS  DUPLO,2.656,5.78,21 ,6.99,3.12,117.6,54.0,0,581,LOREAL CONSUMO,ASEO PERSONAL,106.66531028646861
3600542024198,1102578,CHAM FRUCTIS 360ML ADIOS DAÑOS,2.249,3.1,21 ,3.75,0.85,37.8,27.4,2,5,LOREAL CONSUMO,ASEO PERSONAL,102.24380612878115
3600542121941,1115821,CHAM FRUCTIS 360ML ALOE,2.249,3.1,21 ,3.75,0.85,37.8,27.4,13,19,LOREAL CONSUMO,ASEO PERSONAL,92.28904989224989
3600542024280,1102590,CHAM FRUCTIS 360ML ANTICASPA,2.249,3.1,21 ,3.75,0.85,37.8,27.4,1,4,LOREAL CONSUMO,ASEO PERSONAL,102.24380612878115
3600542024266,1102582,CHAM FRUCTIS 360ML CRECE FUERTE,2.254,3.1,21 ,3.75,0.85,37.5,27.3,1,55,LOREAL CONSUMO,ASEO PERSONAL,102.23880612878115
8445098229858,1152029,CHAM FRUCTIS 360ML DUPLO FUERZA Y BRILLO,3.669,5.78,21 ,6.99,2.11,57.5,36.5,6,416,LOREAL CONSUMO,CHAMPU ADULTOS,117.63306652299984
8445098229773,1152031,CHAM FRUCTIS 360ML DUPLO LISO Y BRILLO,3.669,5.78,21 ,6.99,2.11,57.5,36.5,6,400,LOREAL CONSUMO,CHAMPU ADULTOS,117.63306652299984
8445098229896,1152030,CHAM FRUCTIS 360ML DUPLO NUTRIRIZOS,3.668,5.78,21 ,6.99,2.11,57.6,36.5,16,332,LOREAL CONSUMO,CHAMPU ADULTOS,117.63206652299985
3600542024242,1102580,CHAM FRUCTIS 360ML FUERZA Y BRILLO,2.249,3.1,21 ,3.75,0.85,37.8,27.4,57,5,LOREAL CONSUMO,ASEO PERSONAL,105.56205820762487
3600542024259,1102581,CHAM FRUCTIS 360ML FUERZA Y BRILLO 2EN1,2.249,3.1,21 ,3.75,0.85,37.8,27.4,12,18,LOREAL CONSUMO,ASEO PERSONAL,118.83506652299984
3600542024204,1102583,CHAM FRUCTIS 360ML HIDRALISO,2.249,3.1,21 ,3.75,0.85,37.8,27.4,17,1,LOREAL CONSUMO,ASEO PERSONAL,102.24380612878115
3600542024181,1102584,CHAM FRUCTIS 360ML HIDRARIZOS,2.249,3.1,21 ,3.75,0.85,37.8,27.4,2,0,LOREAL CONSUMO,ASEO PERSONAL,105.56205820762487
3600542024297,1102579,CHAM FRUCTIS 360ML MELENA ABUNDANTE,2.253,3.1,21 ,3.75,0.85,37.6,27.3,0,33,LOREAL CONSUMO,ASEO PERSONAL,112.19456236531238
3600542024211,1102585,CHAM FRUCTIS 360ML NUTRIREPAIR,2.253,3.1,21 ,3.75,0.85,37.6,27.3,4,300,LOREAL CONSUMO,ASEO PERSONAL,108.87631028646862
3600542024273,1102586,CHAM FRUCTIS 360ML NUTRIREPAIR BUTTER,2.253,3.1,21 ,3.75,0.85,37.6,27.3,3,175,LOREAL CONSUMO,ASEO PERSONAL,115.5128144441561
3600542024235,1102589,CHAM FRUCTIS 360ML PEPINO PURIFICANTE,2.249,3.1,21 ,3.75,0.85,37.8,27.4,3,4,LOREAL CONSUMO,ASEO PERSONAL,122.1533186018436
3600542024228,1102587,CHAM FRUCTIS 360ML PURE COCO,2.249,3.1,21 ,3.75,0.85,37.8,27.4,10,10,LOREAL CONSUMO,ASEO PERSONAL,102.24380612878115
3600542027779,1102588,CHAM FRUCTIS 360ML PURE MENTA,2.253,3.1,21 ,3.75,0.85,37.6,27.3,4,292,LOREAL CONSUMO,ASEO PERSONAL,102.23980612878115
3600542446556,1152497,CHAM FRUCTIS 360ML VITAMINAC Y BIOTINA,2.249,3.1,21 ,3.75,0.85,37.8,27.4,13,12,LOREAL CONSUMO,ASEO PERSONAL,115.5168144441561
3600541118690,1026800,CHAM FRUCTIS CAIDA BACTERIANO,1.915,2.06,21 ,2.49,0.14,7.6,7.0,0,1,LOREAL CONSUMO,ASEO PERSONAL,93.6630498922499
8001090488954,,CHAM HERBAL ESSENCE200ML HELLO HYDRATATION,0.653,1.23,21 ,1.49,0.58,88.4,46.9,0,544,CODELVI,ASEO PERSONAL,135.57407483837483
8001090500090,,CHAM HYS 22 ML MEN ULTRA CARE,2.101,2.47,21 ,2.99,0.37,17.6,14.9,1,329,LOGISTA,ASEO PERSONAL,103.02180612878115
8001090500120,1119700,CHAM HYS 225ML MEN CAIDA,1.94,2.69,21 ,3.25,0.75,38.7,27.9,5,148,LOGISTA,ASEO PERSONAL,96.32630197109364
8006540748152,1045987,CHAM HYS 230ML CITRUS FRESH,1.7,2.69,21 ,3.25,0.99,58.2,36.8,9,59,LOGISTA,ASEO PERSONAL,96.56630197109364
4084500272040,1045986,CHAM HYS 230ML CLASICO,1.71,2.69,21 ,3.25,0.98,57.3,36.4,7,42,LOGISTA,ASEO PERSONAL,96.55630197109363
8006540748619,1045989,CHAM HYS 230ML MANZANA,2.125,2.69,21 ,3.25,0.56,26.6,21.0,13,3,LOGISTA,ASEO PERSONAL,96.14130197109364
8006540748480,1160356,CHAM HYS 230ML MENTHOL,1.7,2.69,21 ,3.25,0.99,58.2,36.8,3,85,LOGISTA,ASEO PERSONAL,93.2480498922499
8006540748589,,CHAM HYS 250ML CAFEINA CAIDA,2.213,2.69,21 ,3.25,0.48,21.6,17.7,74,3,LOGISTA,ASEO PERSONAL,89.41679781340615
5011321431201,,CHAM HYS 250ML CLAS 2EN1,1.51,2.69,21 ,3.25,1.18,78.2,43.9,7,25,LOGISTA,ASEO PERSONAL,90.11979781340615
4084500272248,1045991,CHAM HYS 255ML ANTICAIDA,2.125,2.69,21 ,3.25,0.56,26.6,21.0,0,91,LOGISTA,ASEO PERSONAL,96.14130197109364
800109084418,,CHAM HYS 255ML DUPLO CITRUS,3.556,4.95,21 ,5.99,1.39,39.2,28.2,15,1,COVALDROPER GRUPO,ASEO PERSONAL,100.09880612878115
8001090844002,,CHAM HYS 255ML DUPLO CLASICO,3.418,4.95,21 ,5.99,1.53,44.8,30.9,25,223,COVALDROPER GRUPO,ASEO PERSONAL,99.96080612878114
8001090843814,,CHAM HYS 255ML DUPLO CLASICO DOSENUNO,3.39,4.95,21 ,5.99,1.56,46.0,31.5,6,1,COVALDROPER GRUPO,ASEO PERSONAL,116.52406652299985
8001090843821,,CHAM HYS 255ML DUPLO MENTHOL,3.404,4.95,21 ,5.99,1.55,45.4,31.2,17,78,DPH S. L .,ASEO PERSONAL,81.59160463244174
8001841998879,1045988,CHAM HYS 255ML MENTOL,1.51,2.69,21 ,3.25,1.18,78.2,43.9,14,21,LOGISTA,ASEO PERSONAL,90.11979781340615
4084500272286,1045992,CHAM HYS 255ML SUAVE SEDOSO,2.125,2.69,21 ,3.25,0.56,26.6,21.0,3,21,LOGISTA,ASEO PERSONAL,99.45955404993738
4084500272200,1045990,CHAM HYS 270ML 2EN1 CLASICO,2.125,2.69,21 ,3.25,0.56,26.6,21.0,12,38,LOGISTA,ASEO PERSONAL,102.77780612878115
8001090378972,1104027,CHAM HYS 270ML NUTRE Y CUIDA,2.09,2.69,21 ,3.25,0.6,28.7,22.3,11,213,LOGISTA,ASEO PERSONAL,99.49455404993738
8001841998930,,CHAM HYS 340ML 2EN1,2.723,4.12,21 ,4.99,1.4,51.3,33.9,6,36,BEMALU,,84.1585457345624
8006540105511,,CHAM HYS 340ML CAIDA,2.831,4.12,21 ,4.99,1.29,45.5,31.3,0,232,BEMALU,,87.36879781340616
8006540105184,1096810,CHAM HYS 340ML CITRUS FRESH,1.77,4.12,21 ,4.99,2.35,132.8,57.0,67,0,DPH S. L .,ASEO PERSONAL,80.27246397876546
8001841998909,1096811,CHAM HYS 340ML CLASICO,2.584,4.12,21 ,4.99,1.54,59.4,37.3,45,78,LOGISTA,ASEO PERSONAL,94.25230197109363
8006540301401,,CHAM HYS 340ML DUPLO CITRUS FRESH,5.381,5.78,21 ,6.99,0.4,7.4,6.9,23,260,DPH S. L .,,92.36742736418353
8006540242247,1144765,CHAM HYS 340ML DUPLO CLASICO,4.23,5.78,21 ,6.99,1.55,36.6,26.8,25,259,LOGISTA,ASEO PERSONAL,101.60280612878115
8006540301456,,CHAM HYS 340ML DUPLO MENTOL,4.23,5.78,21 ,6.99,1.55,36.6,26.8,11,259,DPH S. L .,,82.98990453043562
8001841998978,1096812,CHAM HYS 340ML MENTOL,2.39,4.12,21 ,4.99,1.73,72.4,42.0,51,4,LOGISTA,ASEO PERSONAL,87.80979781340615
8006540105634,,CHAM HYS 340ML SUAVE Y SEDOSO,2.723,4.12,21 ,4.99,1.4,51.3,33.9,2,159,BEMALU,ASEO PERSONAL,100.74980612878115
8001090500328,1110420,CHAM HYS 360ML ARBOL TEE,2.848,4.12,21 ,4.99,1.27,44.7,30.9,0,477,LOGISTA,ASEO PERSONAL,90.67004989224989
8006540105245,,CHAM HYS 360ML CLASICO,2.35,4.12,21 ,4.99,1.77,75.3,43.0,2,441,CASH LEVANTE DISTRIBUCION,ASEO PERSONAL,94.48630197109364
4015400907275,1099476,CHAM HYS 360ML CLASICO 2EN1,2.35,4.12,21 ,4.99,1.77,75.3,43.0,6,544,LOGISTA,ASEO PERSONAL,91.1680498922499
8006540105306,,CHAM HYS 360ML MENTHOL FRESH,2.35,4.12,21 ,4.99,1.77,75.3,43.0,4,417,LOGISTA,ASEO PERSONAL,97.80455404993738
8001090196422,1020519,CHAM HYS 360ML OCEAN,2.848,4.12,21 ,4.99,1.27,44.7,30.9,0,1041,LOGISTA,ASEO PERSONAL,87.35179781340615
5013965808128,1020327,CHAM HYS 360ML SUAVE SEDOSO,2.29,4.12,21 ,4.99,1.83,79.9,44.4,1,277,LOGISTA,ASEO PERSONAL,97.86455404993738
4084500257542,1045999,CHAM HYS 360ML TODO EN 1 CITRUS FRESH,2.35,4.12,21 ,4.99,1.77,75.3,43.0,1,447,LOGISTA,ASEO PERSONAL,114.3958144441561
8006540748848,,CHAM HYS 400 ML MENTHOL,2.597,4.12,21 ,4.99,1.52,58.6,37.0,7,0,DPH S. L .,ASEO PERSONAL,76.77227946245742
8006540750810,,CHAM HYS 400ML CITRUS FRESH,2.597,4.12,21 ,4.99,1.52,58.6,37.0,3,1,DPH S. L .,,79.57415841376489
8006540748824,,CHAM HYS 400ML CLASSIC,2.597,4.12,21 ,4.99,1.52,58.6,37.0,23,5,DPH S. L .,,79.57415841376489
4015600816773,1062336,CHAM HYS 540ML CLASICO,2.68,4.12,21 ,4.99,1.44,53.7,35.0,2,454,LOGISTA,ASEO PERSONAL,94.15630197109364
3574661520476,1010063,CHAM JOHNSONS 500 ML CAMOMILA,1.23,2.47,21 ,2.99,1.24,100.8,50.2,1,4,JOHNSONS & JOHNSONS,ASEO PERSONAL,97.25630197109363
3574661584645,1042507,CHAM JOHNSONS 500ML CLASICO,1.016,2.47,21 ,2.99,1.45,143.1,58.9,3,283,JOHNSONS & JOHNSONS,ASEO PERSONAL,100.78855404993737
3574669907248,1096873,CHAM JOHNSONS GOTAS BRILLO 500ML,1.64,2.47,21 ,2.99,0.83,50.6,33.6,7,15,JOHNSONS & JOHNSONS,ASEO PERSONAL,93.5280498922499
3140100229721,1012610,CHAM KERZO 250ML FRECUENCIA PREVENCION CAIDA,1.804,2.44,21 ,2.95,0.64,35.3,26.1,4,42,IMPREX EUGENE,ASEO PERSONAL,136.53132691721856
3140100345681,1099453,CHAM KERZO 400ML ANTICAIDA NORMALES,1.381,3.3,21 ,3.99,1.92,139.0,58.1,6,118,IMPREX EUGENE,ASEO PERSONAL,106.23005820762488
8411802240075,1012676,CHAM KERZO ANTICAIDA 250ML,3.328,5.74,21 ,6.95,2.41,72.5,42.0,8,31,IMPREX EUGENE,ASEO PERSONAL,77.4330415768749
3474633002248,,CHAM LOREAL PROF INTENSE REPAIR 500ML,9.34,9.5,21 ,11.5,0.16,1.7,1.7,0,1,LOREAL CONSUMO,ASEO PERSONAL,110.43280612878115
3474630525726,,CHAM LOREAL PROF PROKERATIN 500ML,9.34,9.5,21 ,11.5,0.16,1.7,1.7,0,1,LOREAL CONSUMO,ASEO PERSONAL,97.15979781340616
3474630301368,1075648,CHAM LOREAL PROF VITACOLOR 500ML,9.34,9.5,21 ,11.5,0.16,1.7,1.7,0,1,LOREAL CONSUMO,ASEO PERSONAL,97.15979781340616
8414002077809,1037290,CHAM NAT VIDA BLANCOS 300ML SILVER,2.892,4.12,21 ,4.99,1.23,42.5,29.8,7,4,DIFUSION CONSUMO IDESA,ASEO PERSONAL,103.89905820762488
8414002072880,1007495,CHAM NAT VIDA CAIDA CASPA 400ML,2.633,4.12,21 ,4.99,1.49,56.5,36.1,1,202,DIFUSION CONSUMO IDESA,ASEO PERSONAL,80.93029365571866
8414002072866,1007497,CHAM NAT VIDA CAIDA GRASOS 400ML,2.671,4.12,21 ,4.99,1.45,54.3,35.2,8,19,DIFUSION CONSUMO IDESA,ASEO PERSONAL,84.2105457345624
8414002072859,1007498,CHAM NAT VIDA CAIDA NORM,2.67,4.12,21 ,4.99,1.45,54.3,35.2,3,92,DIFUSION CONSUMO IDESA,ASEO PERSONAL,77.5750415768749
8414002075867,1032870,CHAM NAT VIDA GINSENG REVIT 400ML,2.81,4.12,21 ,4.99,1.31,46.6,31.8,3,48,DIFUSION CONSUMO IDESA,ASEO PERSONAL,97.34455404993739
8414002070473,1119396,CHAM NAT VIDA MATIZANTE 300ML SILVER BLONDE,2.906,4.12,21 ,4.99,1.21,41.8,29.5,6,204,DIFUSION CONSUMO IDESA,ASEO PERSONAL,127.1128227595311
8414002072903,1007508,CHAM NAT VIDA SENS REVIT 300ML,2.704,4.12,21 ,4.99,1.42,52.4,34.4,0,39,DIFUSION CONSUMO IDESA,ASEO PERSONAL,87.49579781340616
8413600131517,1012079,CHAM NENUCO 500ML,2.176,3.3,21 ,3.99,1.12,51.6,34.1,3,8,RECKITT,ASEO PERSONAL,82.20729365571866
8422246500885,,CHAM NURANA FORTIF ROMERO Y QUINA 500ML,3.208,4.95,21 ,5.99,1.74,54.3,35.2,2,46,NAYPES,,99.75080612878115
8414002073825,1030714,CHAM NYV 300+100ML SENSITIVE CAMOMILA,2.7,4.12,21 ,4.99,1.42,52.6,34.5,2,98,DIFUSION CONSUMO IDESA,ASEO PERSONAL,117.36406652299985
3600542152884,1115839,CHAM ORIGINAL REMEDIES  300ML 5 PLANTAS,1.826,2.47,21 ,2.99,0.64,35.3,26.1,10,1,LOREAL CONSUMO,ASEO PERSONAL,116.5698144441561
3600542152877,1115840,CHAM ORIGINAL REMEDIES  300ML ACEITE DE COCO,2.057,2.47,21 ,2.99,0.41,20.1,16.7,5,15,LOREAL CONSUMO,ASEO PERSONAL,129.6118227595311
3600542152938,1115842,CHAM ORIGINAL REMEDIES  300ML AGUACATE Y KARITE,1.821,2.47,21 ,2.99,0.65,35.6,26.3,25,6,LOREAL CONSUMO,ASEO PERSONAL,139.80257899606232
3600542154437,1115844,CHAM ORIGINAL REMEDIES  300ML ARGAN,1.821,2.47,21 ,2.99,0.65,35.6,26.3,8,47,LOREAL CONSUMO,ASEO PERSONAL,103.30180612878115
3600542152976,1115847,CHAM ORIGINAL REMEDIES  300ML DELICATESSE AVENA,1.826,2.47,21 ,2.99,0.64,35.3,26.1,15,5,LOREAL CONSUMO,ASEO PERSONAL,139.79757899606233
3600542152969,1115848,CHAM ORIGINAL REMEDIES  300ML OLIVA MITICA,1.821,2.47,21 ,2.99,0.65,35.6,26.3,8,5,LOREAL CONSUMO,ASEO PERSONAL,123.2113186018436
3600542152952,1115850,CHAM ORIGINAL REMEDIES  300ML TESOROS MIEL,1.821,2.47,21 ,2.99,0.65,35.6,26.3,17,6,LOREAL CONSUMO,ASEO PERSONAL,123.2113186018436
3600542157407,1115841,CHAM ORIGINAL REMEDIES 300ML AGUA DE COCO,2.057,2.47,21 ,2.99,0.41,20.1,16.7,2,38,LOREAL CONSUMO,ASEO PERSONAL,119.65706652299984
3600542152945,1115846,CHAM ORIGINAL REMEDIES 300ML ARCILLA Y LIMON,1.821,2.47,21 ,2.99,0.65,35.6,26.3,24,0,LOREAL CONSUMO,ASEO PERSONAL,123.2113186018436
3600542166768,1123121,CHAM ORIGINAL REMEDIES 300ML LECHE ALMENDRAS ECOLOGICA,2.102,2.47,21 ,2.99,0.37,17.5,14.9,2,396,LOREAL CONSUMO,ASEO PERSONAL,156.11283939028104
4084500293632,1062760,CHAM PANTENE 250ML ANTICASPA,1.878,2.47,21 ,2.99,0.59,31.5,24.0,6,12,LOGISTA,ASEO PERSONAL,93.2900498922499
5000174045499,1020286,CHAM PANTENE 2EN1 SUA LISO 300,1.914,2.47,21 ,2.99,0.56,29.1,22.5,4,76,LOGISTA,ASEO PERSONAL,96.57230197109364
8006540543719,,CHAM PANTENE 340ML ANTICASPA,2.629,3.68,21 ,4.45,1.05,40.0,28.6,0,10,BEMALU,,91.3290498922499
8006540543146,1156309,CHAM PANTENE 340ML RIZOS,2.249,2.88,21 ,3.49,0.63,28.1,21.9,0,332,LOGISTA,ASEO PERSONAL,82.55429365571865
5013965934032,1028961,CHAM PANTENE AQUALIGHT 250ML,1.821,2.47,21 ,2.99,0.65,35.6,26.3,5,199,LOGISTA,ASEO PERSONAL,80.0740415768749
4084500293571,1062758,CHAM PANTENE BB7 2EN1 250ML,1.99,2.47,21 ,2.99,0.48,24.1,19.4,8,21,LOGISTA,ASEO PERSONAL,79.90504157687491
4084500289772,1062761,CHAM PANTENE CLAS 250ML,1.697,2.47,21 ,2.99,0.77,45.5,31.3,32,28,LOGISTA,ASEO PERSONAL,70.24328534034368
4084500289642,1020289,CHAM PANTENE COLOR 250ML,1.575,2.47,21 ,2.99,0.9,56.8,36.2,5,300,LOGISTA,ASEO PERSONAL,73.68353741918742
4084500293519,1020292,CHAM PANTENE PURIFICANTE 250ML,1.995,2.47,21 ,2.99,0.47,23.8,19.2,4,434,LOGISTA,ASEO PERSONAL,83.21829365571865
8001841990743,1148263,CHAM PANTENE REC ENVASE METAL REOARA&PROTEGE 480ML,3.281,4.09,21 ,4.95,0.81,24.7,19.8,0,573,LOGISTA,ASEO PERSONAL,133.40432691721855
4084500284838,1062754,CHAM PANTENE REP PROTEGE 250ML,1.707,2.47,21 ,2.99,0.76,44.7,30.9,42,18,LOGISTA,ASEO PERSONAL,83.50629365571865
5013965902895,1020287,CHAM PANTENE RIZOS 250ML,2.0,2.47,21 ,2.99,0.47,23.5,19.0,2,0,LOGISTA,ASEO PERSONAL,73.25853741918742
8001090723000,1062762,CHAM PANTENE SUAVE LISO 250ML,1.844,2.47,21 ,2.99,0.63,34.0,25.3,30,3,LOGISTA,ASEO PERSONAL,83.36929365571865
8414152411034,,CHAM PHYTO NATURE ARGAN REPARADOR 400ML,2.409,4.09,21 ,4.95,1.68,69.8,41.1,4,12,LUXANA,ASEO PERSONAL,101.09380612878115
8414152411058,,CHAM PHYTONATURE GRIS BLANCO 400ML CENTAUREA,2.71,4.09,21 ,4.95,1.38,50.9,33.7,4,0,LUXANA,ASEO PERSONAL,124.02057068068736
8410436300896,1110151,CHAM SECO GLISS 100ML,2.462,1.64,21 ,1.99,0.82,33.4,50.1,17,259,HENKEL IBERICA COSMETICA ,ASEO PERSONAL,80.2630415768749
8410436206945,1034937,CHAM SECO GLISS 200ML,2.347,3.3,21 ,3.99,0.95,40.6,28.9,4,4,HENKEL IBERICA COSMETICA ,ASEO PERSONAL,82.03629365571865
8410436347266,1132692,CHAM SYOSS 500ML HIDRATACION + ES,1.712,2.36,21 ,2.85,0.65,37.9,27.5,0,1002,HENKEL IBERICA COSMETICA ,ASEO PERSONAL,110.15731028646861
8710447224380,1111999,CHAM TRESEMME 400ML LISO KERATINA,2.734,4.12,21 ,4.99,1.39,50.7,33.6,9,18,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,110.69356236531237
8710847974410,1138593,CHAM TRESEMME 685ML PURIFICA&HIDRATA,3.069,4.12,21 ,4.99,1.05,34.3,25.5,0,1008,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,113.6768144441561
8720181206764,1111943,CHAM TRESEMME 900ML CUIDADO CLASICO,3.036,4.12,21 ,4.99,1.08,35.7,26.3,10,4,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,110.39156236531237
8720181206757,1111942,CHAM TRESEMME 900ML LISO Y SEDOSO,3.211,4.12,21 ,4.99,0.91,28.3,22.1,7,18,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,110.21656236531237
8710522632611,1138589,CHAM TRESEMME CHAMPU 685ML BOTANIQUE COCO,2.371,4.12,21 ,4.99,1.75,73.8,42.5,0,941,DPH S. L .,ASEO PERSONAL,107.78377871002003
8711700920261,1036483,CHAM TRESEMME LISO 685ML KERATINA,2.463,4.12,21 ,4.99,1.66,67.3,40.2,2,227,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,110.96456236531237
8710522875568,1139961,CHAM TRESEMME PACK 400ML PACK LISO KERATINA + MASCARILLA 400ML,4.588,5.78,21 ,6.99,1.19,26.0,20.6,48,1,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,168.32584770565603
8720182523624,,CHAM TRESEMME PACK 400ML+ACOND ACEITE DE COCO +MASCAR 440ML,4.25,5.78,21 ,6.99,1.53,36.0,26.5,0,39,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,161.35134354796855
8710522875605,1139963,CHAM TRESEMME PACK 685ML + ACONDICIONADOR 400ML PURIFICA&HIDRATA,5.377,5.78,21 ,6.99,0.4,7.5,7.0,1,27,UNILEVER (FABERGE PERFUMERIA),...,185.70610809987477
8720182523778,1139963,CHAM TRESEMME PACK 685ML+TRAT INTEN 170ML PURIFICA&HIDRATA,4.08,5.78,21 ,6.99,1.7,41.7,29.4,49,113,UNILEVER (FABERGE PERFUMERIA),ASEO PERSONAL,171.13609978449978
