;EAN;Referencia;;Nombre;Coste;Precio;;P.V.P.;Beneficio;%MC;%MV;Stock;;Proveedor;Clasificación;
Normal;8411014101973;1141901;;TAKY CREMA DEPILATORIA 200ML CARBON ACTIVO PACK 2UN;1,992 €;3,30 €;21 %;3,99 €;1,31 €;65,7 %;39,6 %;-1;427;DIFUSION CONSUMO IDESA;DEPILATORIOS QUIMICOS;
Normal;8411014101904;1141902;;TAKY CREMA DEPILATORIA 200ML MEN PACK 2UN;2,747 €;7,81 €;21 %;9,45 €;5,06 €;184,3 %;64,8 %;0;715;DIFUSION CONSUMO IDESA;DEPILATORIOS QUIMICOS;
Actualizado desde fichero o API;8410429805285;1025629;;TALCO CALBER 200GRS;0,861 €;1,28 €;21 %;1,55 €;0,42 €;48,7 %;32,7 %;-3;19;GROSSEN VERBRAUCH;ASEO PERSONAL;
Normal;4015400715269;;;TAMPAX COMPAK LITES 22UD;0,000 €;3,30 €;21 %;3,99 €;3,30 €;0,0 %;100,0 %;0;-1;;;
Normal;8006540458945;;;TAMPAX COMPAK LITES 24UD;0,000 €;3,30 €;21 %;3,99 €;3,30 €;0,0 %;100,0 %;0;-1;;;
Normal;4001683011426;1131356;;TAMPON OBB DIGITALES PRO COMFORT 16UN MINI;1,740 €;2,99 €;10 %;3,29 €;1,25 €;71,8 %;41,8 %;0;117;COVALDROPER GRUPO;ASEO PERSONAL;
Actualizado desde fichero o API;8006540468081;1156329;;TAMPONES TAMPAX COMPACK SUPER PLUS 18UD;2,735 €;3,84 €;4 %;3,99 €;1,10 €;40,4 %;28,8 %;-57;1;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;4015400715320;1002332;;TAMPONES TAMPAX COMPAK NORMAL REGULAR 22UD;2,735 €;3,84 €;4 %;3,99 €;1,10 €;40,4 %;28,8 %;-16;32;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8001841536873;1135902;;TAMPONES TAMPAX COMPAK PEARL REG 16UD;2,518 €;3,61 €;4 %;3,75 €;1,09 €;43,4 %;30,3 %;-4;10;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8001841536903;1135903;;TAMPONES TAMPAX COMPAK PEARL SUPER 16UD;2,518 €;3,61 €;4 %;3,75 €;1,09 €;43,4 %;30,3 %;-12;18;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8001841536934;1138493;;TAMPONES TAMPAX COMPAK PEARL SUPERPLUS 16UD;2,518 €;3,61 €;4 %;3,75 €;1,09 €;43,4 %;30,3 %;-10;10;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8006540458976;1156327;;TAMPONES TAMPAX COMPAK SUPER 20UD;2,735 €;3,84 €;4 %;3,99 €;1,10 €;40,4 %;28,8 %;-38;3;LOGISTA;ASEO PERSONAL;
Normal;4015400219712;;;TAMPONES TAMPAX COMPAK SUPER 8+8UD;2,136 €;2,88 €;4 %;2,99 €;0,74 €;34,8 %;25,8 %;0;68;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;4015400804345;1072619;;TAMPONES TAMPAX PEARL REGULAR 24UD;3,455 €;4,28 €;4 %;4,45 €;0,82 €;23,9 %;19,3 %;-13;15;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;4015400804376;1072621;;TAMPONES TAMPAX PEARL SUPER 24UD;3,438 €;4,28 €;4 %;4,45 €;0,84 €;24,5 %;19,7 %;0;3;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;4015400804406;1072623;;TAMPONES TAMPAX PEARL SUPERPLUS 24UD;3,194 €;4,28 €;4 %;4,45 €;1,09 €;34,0 %;25,4 %;0;333;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;8413281817342;1131182;;TDOY AMBIENTADOR LIQUIDO 90ML FLOR CITRONELA;2,471 €;3,93 €;21 %;4,75 €;1,46 €;59,0 %;37,1 %;0;344;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8413281817205;1020490;;TDOY AMBIENTADOR PERLAS PERFUMADAS 110GM LIMA;1,081 €;1,86 €;21 %;2,25 €;0,78 €;72,1 %;41,9 %;1;248;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;7310791257372;1003970;;TENA  PANTS PAÑAL INCONT ADUL MEDIA 14UD;11,989 €;14,50 €;10 %;15,95 €;2,51 €;20,9 %;17,3 %;0;29;ESSITY SPAIN [ TENA ];ASEO PERSONAL;
Actualizado desde fichero o API;7322540520873;1127724;;TENA BED CUBRE-CAMAS INCONTINCENCIA 60X90CM PLUS-SECURE ZONE 20UN;9,697 €;9,95 €;10 %;10,95 €;0,25 €;2,6 %;2,5 %;0;490;ESSITY SPAIN [ TENA ];LIMPIEZA;
Actualizado desde fichero o API;7322540378733;1050900;;TENA BED PROTECTOR CAMA  INCONTINENCIA 20UN 60X90CM;7,650 €;9,05 €;21 %;10,95 €;1,40 €;18,3 %;15,5 %;0;1.043;ESSITY SPAIN [ TENA ];ASEO PERSONAL;
Actualizado desde fichero o API;7310791257396;1050899;;TENA PANTS PAÑAL INCONT ADUL 14UD GDE;9,595 €;14,50 €;10 %;15,95 €;4,91 €;51,1 %;33,8 %;-17;17;ESSITY SPAIN [ TENA ];ASEO PERSONAL;
Actualizado desde fichero o API;8021161003626;;;TENERELLA ROLLO MULTIUSOS;1,900 €;4,12 €;21 %;4,99 €;2,22 €;116,8 %;53,9 %;0;592;REMASA;LIMPIEZA;
Actualizado desde fichero o API;8411322227761;1050970;;TINTE CABELLO NELLY COLOR DECOLORANTE;1,565 €;3,30 €;21 %;3,99 €;1,74 €;110,9 %;52,6 %;2;6;LABORATORIOS BELLOCH;ASEO PERSONAL;
Actualizado desde fichero o API;8411300507205;1096698;;TINTE CASTING SUNKISS TROPICAL MORENAS;4,329 €;5,78 €;21 %;6,99 €;1,45 €;33,5 %;25,1 %;0;-1;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176294;1032586;;TINTE COLOR SENSAT N01;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;7;5;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176393;1032589;;TINTE COLOR SENSAT N03;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;9;5;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176492;1032591;;TINTE COLOR SENSAT N04;2,059 €;3,30 €;21 %;3,99 €;1,24 €;60,3 %;37,6 %;-2;4;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176591;1032594;;TINTE COLOR SENSAT N05;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;9;12;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176690;1032597;;TINTE COLOR SENSAT N06;2,048 €;3,30 €;21 %;3,99 €;1,25 €;61,1 %;37,9 %;-13;17;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541306998;1037889;;TINTE COLOR SENSAT N07;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;3;18;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176843;1032601;;TINTE COLOR SENSAT N08;2,589 €;3,30 €;21 %;3,99 €;0,71 €;27,5 %;21,6 %;-28;3;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176942;1032602;;TINTE COLOR SENSAT N110;2,560 €;3,30 €;21 %;3,99 €;0,74 €;28,9 %;22,4 %;-9;6;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176997;1032588;;TINTE COLOR SENSAT N210;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;3;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176447;1032590;;TINTE COLOR SENSAT N316;2,023 €;3,30 €;21 %;3,99 €;1,28 €;63,1 %;38,7 %;12;185;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176546;1032592;;TINTE COLOR SENSAT N415;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;9;13;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541177093;1032595;;TINTE COLOR SENSAT N515;2,048 €;3,30 €;21 %;3,99 €;1,25 €;61,1 %;37,9 %;3;97;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176744;1032598;;TINTE COLOR SENSAT N635;2,023 €;3,30 €;21 %;3,99 €;1,28 €;63,1 %;38,7 %;10;13;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541289123;1037887;;TINTE COLOR SENSAT N642;2,392 €;3,30 €;21 %;3,99 €;0,91 €;38,0 %;27,5 %;0;1.014;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176799;1032599;;TINTE COLOR SENSAT N660;2,048 €;3,30 €;21 %;3,99 €;1,25 €;61,1 %;37,9 %;-6;18;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541177147;1032600;;TINTE COLOR SENSAT N73;2,023 €;3,30 €;21 %;3,99 €;1,28 €;63,1 %;38,7 %;0;1;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541525405;1053800;;TINTE COLOR SENSAT N81;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;13;10;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541176898;1102519;;TINTE COLOR SENSAT N913;2,023 €;3,30 €;21 %;3,99 €;1,28 €;63,1 %;38,7 %;1;88;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541607156;1061205;;TINTE COLOR SENSATION INTENSO N535;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;20;83;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541607163;1061206;;TINTE COLOR SENSATION INTENSO N552;2,377 €;3,30 €;21 %;3,99 €;0,92 €;38,8 %;28,0 %;6;795;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541607187;1061207;;TINTE COLOR SENSATION INTENSO N646;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;12;53;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600542423458;1151644;;TINTE COLOR SENSATION N90 LUMINOUS VER;2,048 €;3,30 €;21 %;3,99 €;1,25 €;61,1 %;37,9 %;10;26;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600542011839;1102517;;TINTE COLOR SENSATION WEST N71;2,074 €;3,30 €;21 %;3,99 €;1,23 €;59,1 %;37,1 %;31;1;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3140100391848;1012655;;TINTE COLORCREM N060 RUBIO OSCURO (45% MAS DE PRODUCTO);2,367 €;3,30 €;21 %;3,99 €;0,93 €;39,4 %;28,3 %;-1;242;IMPREX EUGENE;ASEO PERSONAL;
Actualizado desde fichero o API;3140100391855;1012658;;TINTE COLORCREM N070 RUBIO (45% MAS DE PRODUCTO);2,349 €;3,30 €;21 %;3,99 €;0,95 €;40,5 %;28,8 %;0;819;IMPREX EUGENE;ASEO PERSONAL;
Actualizado desde fichero o API;3140100391930;1012663;;TINTE COLORCREM N080 RUBIO CLARO (45% MAS DE PRODUCTO);2,180 €;3,30 €;21 %;3,99 €;1,12 €;51,4 %;33,9 %;-2;459;IMPREX EUGENE;ASEO PERSONAL;
Actualizado desde fichero o API;3140100391947;1012664;;TINTE COLORCREM N081 RUBIO CLARO CENIZA (45% MAS DE PRODUCTO);1,875 €;3,30 €;21 %;3,99 €;1,43 €;76,0 %;43,2 %;1;459;IMPREX EUGENE;ASEO PERSONAL;
Actualizado desde fichero o API;8411802203261;1012671;;TINTE COLORCREM N46;2,153 €;3,30 €;21 %;3,99 €;1,15 €;53,3 %;34,8 %;6;103;IMPREX EUGENE;ASEO PERSONAL;
Actualizado desde fichero o API;8411300007453;1008126;;TINTE EXCELLENCE BLONDE N01;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;7;13;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300007460;1008125;;TINTE EXCELLENCE BLONDE N02;4,972 €;6,60 €;21 %;7,99 €;1,63 €;32,7 %;24,7 %;4;3;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300007477;1008124;;TINTE EXCELLENCE BLONDE N03;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;5;15;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565014;1008153;;TINTE EXCELLENCE N01;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;7;3;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600521897478;1102572;;TINTE EXCELLENCE N02 BRUN NATUREL;4,522 €;6,60 €;21 %;7,99 €;2,08 €;46,0 %;31,5 %;-1;339;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565021;1008152;;TINTE EXCELLENCE N03;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;11;31;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565038;1008151;;TINTE EXCELLENCE N04;4,972 €;6,60 €;21 %;7,99 €;1,63 €;32,7 %;24,7 %;1;13;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565045;1008148;;TINTE EXCELLENCE N05;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;5;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565052;1008143;;TINTE EXCELLENCE N06;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;20;1;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565069;1008138;;TINTE EXCELLENCE N07;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;17;1;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565076;1008135;;TINTE EXCELLENCE N08;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;-12;1;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565151;1008132;;TINTE EXCELLENCE N09;4,886 €;6,60 €;21 %;7,99 €;1,71 €;35,1 %;26,0 %;2;15;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300566196;1008129;;TINTE EXCELLENCE N10;4,972 €;6,60 €;21 %;7,99 €;1,63 €;32,7 %;24,7 %;-4;10;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600521143629;1027134;;TINTE EXCELLENCE N43;4,522 €;6,60 €;21 %;7,99 €;2,08 €;46,0 %;31,5 %;16;356;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300008931;1008149;;TINTE EXCELLENCE N454;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;15;22;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600520970707;1035043;;TINTE EXCELLENCE N515;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;-6;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;5601036205596;1008146;;TINTE EXCELLENCE N53;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;12;35;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300008948;1008145;;TINTE EXCELLENCE N55;4,972 €;6,60 €;21 %;7,99 €;1,63 €;32,7 %;24,7 %;2;5;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565083;1008144;;TINTE EXCELLENCE N56;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;30;0;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565182;1008142;;TINTE EXCELLENCE N61;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;1;13;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600521639221;1035045;;TINTE EXCELLENCE N641;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;25;49;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565090;1008140;;TINTE EXCELLENCE N646;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;20;10;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565106;1008137;;TINTE EXCELLENCE N71;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;2;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300124587;1008136;;TINTE EXCELLENCE N73;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;0;19;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565120;1008134;;TINTE EXCELLENCE N81;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;-27;0;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600521143643;1008133;;TINTE EXCELLENCE N83;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;29;22;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565168;1008131;;TINTE EXCELLENCE N91;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;-29;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411300565144;1008130;;TINTE EXCELLENCE N93;5,015 €;6,60 €;21 %;7,99 €;1,58 €;31,6 %;24,0 %;42;0;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600523999231;1154734;;TINTE EXCELLENCE SIN AMONIACO UNIV NUDES TINTE N4U;5,738 €;7,02 €;21 %;8,49 €;1,28 €;22,3 %;18,3 %;0;162;LOREAL CONSUMO;TINTES CABELLO MUJER;
Actualizado desde fichero o API;3600523999248;1154740;;TINTE EXCELLENCE SIN AMONIACO UNIV NUDES TINTE N5U;5,738 €;7,02 €;21 %;8,49 €;1,28 €;22,3 %;18,3 %;0;187;LOREAL CONSUMO;TINTES CABELLO MUJER;
Actualizado desde fichero o API;3600523999255;1154739;;TINTE EXCELLENCE SIN AMONIACO UNIV NUDES TINTE N6U;5,589 €;7,02 €;21 %;8,49 €;1,43 €;25,6 %;20,4 %;-1;95;LOREAL CONSUMO;TINTES CABELLO MUJER;
Actualizado desde fichero o API;3600523999279;1154741;;TINTE EXCELLENCE SIN AMONIACO UNIV NUDES TINTE N7U;5,738 €;7,02 €;21 %;8,49 €;1,28 €;22,3 %;18,3 %;0;144;LOREAL CONSUMO;TINTES CABELLO MUJER;
Actualizado desde fichero o API;3600523999286;1154742;;TINTE EXCELLENCE SIN AMONIACO UNIV NUDES TINTE N8U;5,738 €;7,02 €;21 %;8,49 €;1,28 €;22,3 %;18,3 %;1;232;LOREAL CONSUMO;TINTES CABELLO MUJER;
Actualizado desde fichero o API;3600541375703;1072014;;TINTE GARNIER NUTRISSE N05;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;9;21;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375673;1072004;;TINTE GARNIER NUTRISSE N10 REGLISSE;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;17;7;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375772;1072006;;TINTE GARNIER NUTRISSE N100 CAMOMILLE;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;4;126;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541448339;1072007;;TINTE GARNIER NUTRISSE N101 RUBIO PLATINO CENIZA;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;14;302;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375680;1072008;;TINTE GARNIER NUTRISSE N30 EBENE;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;3;4;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375697;1072010;;TINTE GARNIER NUTRISSE N40 CACAO;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;7;15;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541538290;1072009;;TINTE GARNIER NUTRISSE N426 CASSIS;3,133 €;4,95 €;21 %;5,99 €;1,82 €;58,0 %;36,7 %;8;284;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600542157254;1112765;;TINTE GARNIER NUTRISSE N525 PRALINE;2,973 €;4,95 €;21 %;5,99 €;1,98 €;66,5 %;39,9 %;0;893;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541448278;1072012;;TINTE GARNIER NUTRISSE N535 CHOCOLATE;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;3;10;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375727;1072019;;TINTE GARNIER NUTRISSE N60 CANNELLE;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;23;0;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541452015;1072016;;TINTE GARNIER NUTRISSE N635 RUBIO MARRON;2,909 €;4,95 €;21 %;5,99 €;2,04 €;70,2 %;41,2 %;0;890;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541448230;1072017;;TINTE GARNIER NUTRISSE N641 MARRON INTENSO;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;-3;11;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375789;1072018;;TINTE GARNIER NUTRISSE N660 ROUGE VIBRANT;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;-4;0;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375734;1072022;;TINTE GARNIER NUTRISSE N70 BLE AMBRE;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;-2;18;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375741;1072023;;TINTE GARNIER NUTRISSE N73 MIEL DORE;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;21;32;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375758;1072026;;TINTE GARNIER NUTRISSE N880 VANILLE;3,094 €;4,95 €;21 %;5,99 €;1,86 €;60,0 %;37,5 %;0;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541375765;1072027;;TINTE GARNIER NUTRISSE N90 BL PEPITE;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;16;22;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;3600541448353;1072028;;TINTE GARNIER NUTRISSE N93 RUBIO MUY CLARO DORADO;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;14;8;LOREAL CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520517;1020790;;TINTE KOLESTINT N02;3,470 €;4,95 €;21 %;5,99 €;1,48 €;42,6 %;29,9 %;0;799;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520524;1020791;;TINTE KOLESTINT N03;3,400 €;4,95 €;21 %;5,99 €;1,55 €;45,6 %;31,3 %;-3;666;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520531;1020792;;TINTE KOLESTINT N04;3,480 €;4,95 €;21 %;5,99 €;1,47 €;42,2 %;29,7 %;0;494;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520548;1020793;;TINTE KOLESTINT N05;3,400 €;4,95 €;21 %;5,99 €;1,55 €;45,6 %;31,3 %;-9;426;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520555;1020794;;TINTE KOLESTINT N06;3,480 €;4,95 €;21 %;5,99 €;1,47 €;42,2 %;29,7 %;0;679;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520692;1020802;;TINTE KOLESTINT N07;3,441 €;4,95 €;21 %;5,99 €;1,51 €;43,9 %;30,5 %;0;834;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520562;1020795;;TINTE KOLESTINT N08;3,470 €;4,95 €;21 %;5,99 €;1,48 €;42,6 %;29,9 %;-3;886;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520777;1020804;;TINTE KOLESTINT N09;3,480 €;4,95 €;21 %;5,99 €;1,47 €;42,2 %;29,7 %;-2;892;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520111;1020788;;TINTE KOLESTINT N12;3,441 €;4,95 €;21 %;5,99 €;1,51 €;43,9 %;30,5 %;-4;327;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520128;1020789;;TINTE KOLESTINT N121;3,480 €;4,95 €;21 %;5,99 €;1,47 €;42,2 %;29,7 %;-2;363;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520845;1020805;;TINTE KOLESTINT N28;3,310 €;4,95 €;21 %;5,99 €;1,64 €;49,5 %;33,1 %;6;620;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;4056800972890;1058220;;TINTE KOLESTINT N43;3,393 €;4,95 €;21 %;5,99 €;1,56 €;45,9 %;31,4 %;-4;370;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922521408;1020808;;TINTE KOLESTINT N466;3,441 €;4,95 €;21 %;5,99 €;1,51 €;43,9 %;30,5 %;3;252;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;4056800689347;1020242;;TINTE KOLESTINT N5546;3,310 €;4,95 €;21 %;5,99 €;1,64 €;49,5 %;33,1 %;-1;697;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520678;1020801;;TINTE KOLESTINT N64;3,470 €;4,95 €;21 %;5,99 €;1,48 €;42,6 %;29,9 %;-11;83;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520852;1020806;;TINTE KOLESTINT N6646;3,310 €;4,95 €;21 %;5,99 €;1,64 €;49,5 %;33,1 %;0;775;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520579;1020796;;TINTE KOLESTINT N71;3,340 €;4,95 €;21 %;5,99 €;1,61 €;48,2 %;32,5 %;0;886;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520616;1020798;;TINTE KOLESTINT N73;3,540 €;4,95 €;21 %;5,99 €;1,41 €;39,8 %;28,5 %;0;810;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520630;1020800;;TINTE KOLESTINT N77;3,470 €;4,95 €;21 %;5,99 €;1,48 €;42,6 %;29,9 %;-2;777;LOGISTA;ASEO PERSONAL;
Actualizado desde fichero o API;8410922520869;1020807;;TINTE KOLESTINT N7744;3,470 €;4,95 €;21 %;5,99 €;1,48 €;42,6 %;29,9 %;-1;521;LOGISTA;ASEO PERSONAL;
